Cidade,Categoria,Nome,Rating,Endereço,Tipos,Latitude_Nova,Longitude_Nova,Total_Reviews_Novo
Arouca,park,Área Autocaravanas Arouca,4.1,"WPGX+FH, Arouca, Portugal","parking, point_of_interest, establishment",,,
Arouca,park,Biospots do Paiva B2,4.7,"R326-1, 4540, Portugal","park, point_of_interest, establishment",,,
Arouca,park,Tasquinho do Parque,4.5,"R. Dom Afonso Henriques 57 4540, Arouca, Portugal","restaurant, food, point_of_interest, establishment",,,
Arouca,park,Parque Natal,,"Av. 25 de Abril, 4540-101 Arouca, Portugal","park, point_of_interest, establishment",,,
Arouca,park,Parque de Merendas Serra da Freita,3.8,"Arouca, Portugal","park, point_of_interest, establishment",,,
Arouca,park,Biospots do Paiva B1,4.6,"R326-1, 4540, Portugal","park, point_of_interest, establishment",,,
Arouca,park,Cascata de Fundo da Vila,3.3,"WQ9M+2G, Arouca, Portugal","tourist_attraction, point_of_interest, establishment",,,
Arouca,park,Parque de merendas,,"R. Sub-Ribes 281, 4540-150 Arouca, Portugal","park, point_of_interest, establishment",,,
Arouca,natural_feature,Ervanária Florisnatura,5.0,"Av. 25 de Abril 48, 4540-102 Arouca, Portugal","hair_care, beauty_salon, jewelry_store, health, store, food, point_of_interest, establishment",,,
Arouca,natural_feature,Associação Geoparque Arouca (AGA),4.6,"R. Alfredo Vaz Pinto, 4540-118 Arouca, Portugal","tourist_attraction, travel_agency, point_of_interest, establishment",,,
Arouca,natural_feature,Why Not On Nature,5.0,"Lugar da Carrola S/N, 4540-203 Arouca, Portugal","travel_agency, point_of_interest, establishment",,,
Arouca,natural_feature,Scenic spot Frecha da Mizarela,4.7,"Mizarela, 4540 Arouca, Portugal","point_of_interest, establishment",,,
Arouca,natural_feature,Interpretation Center Pedras Parideiras,4.3,"CM1237, Portugal","tourist_attraction, travel_agency, point_of_interest, establishment",,,
Arouca,natural_feature,Cimo da Vinha - Nature Spot,4.8,"Rua de Sequeirô de Cima 290, caixa de correio 104, 4550-694 Castelo de Paiva, Portugal","lodging, park, point_of_interest, establishment",,,
Arouca,natural_feature,Natural Delú,4.8,"R. Alexandre Herculano 33, 3880-146 Ovar, Portugal","health, store, food, point_of_interest, establishment",,,
Arouca,natural_feature,Drave,4.7,"VV6M+F4, Arouca, Portugal","point_of_interest, establishment",,,
Arouca,natural_feature,Rio de Frades Mine,4.6,"Rio de Frades, Arouca, Portugal","point_of_interest, establishment",,,
Arouca,natural_feature,NATURVIDA ERVANÁRIA,5.0,"Avenida ordens de cister n 172, 3610-119 Tarouca, Portugal","store, point_of_interest, establishment",,,
Arouca,natural_feature,"Naturveredas - Recuperação De Caminhos Tradicionais, Lda.",3.9,"Parque de Campismo de Merujal Parque Rural, Portugal","lodging, point_of_interest, establishment",,,
Arouca,natural_feature,Arte Sacra de Arouca Museum,4.5,"Largo Santa Mafalda, 4540-101 Arouca, Portugal","museum, tourist_attraction, point_of_interest, establishment",,,
Arouca,natural_feature,Aldeia da Paradinha,4.5,"Aldeia da, Portugal","point_of_interest, establishment",,,
Arouca,natural_feature,Entre Douro e Vouga Forestry Association,3.8,"Av. Escolas 1, 4540-103 Arouca, Portugal","point_of_interest, establishment",,,
Arouca,natural_feature,"Calvário Maneirista de Arouca, Pulpito e Alminhas",4.7,"R. Dr. Figueiredo Sobrinho 40 4540, Arouca, Portugal","place_of_worship, point_of_interest, establishment",,,
Arouca,viewpoint,Scenic spot Frecha da Mizarela,4.7,"Mizarela, 4540 Arouca, Portugal","point_of_interest, establishment",,,
Arouca,viewpoint,Panorâmica do Detrelo da Malhada,4.7,"Moldes, Portugal","tourist_attraction, point_of_interest, establishment",,,
Arouca,viewpoint,Miradouro do calvário,4.0,"R. Dr. Figueiredo Sobrinho 40, 4540 Arouca, Portugal","tourist_attraction, point_of_interest, establishment",,,
Arouca,viewpoint,Ponte suspensa de passadiços de Paiva,4.8,"XRG7+88, Canelas, Portugal","tourist_attraction, point_of_interest, establishment",,,
Arouca,viewpoint,516 Arouca suspension bridge,4.7,"XR8G+HW, Alvarenga, Portugal","tourist_attraction, point_of_interest, establishment",,,
Arouca,viewpoint,O baloiço de Moldes - Arouca,4.6,Portugal,"tourist_attraction, point_of_interest, establishment",,,
Arouca,viewpoint,Miradouro do Detrelo da Malhada,4.8,"40.8852, 8.2548, Portugal","point_of_interest, establishment",,,
Arouca,trail,Passadiços do Paiva Trailhead (Areinho),4.7,"Estr. do Areinho, Portugal","tourist_attraction, park, point_of_interest, establishment",,,
Arouca,trail,Trilho Rota do Ouro Negro,4.5,"Fuste, Arouca, Portugal","park, point_of_interest, establishment",,,
Arouca,trail,Passadiços do Paiva Trailhead (Espiunca),4.8,"Espiunca, Arouca, Portugal","park, point_of_interest, establishment",,,
Arouca,trail,Ecovia do Arda,4.6,"Burgo, Portugal","park, point_of_interest, establishment",,,
Arouca,trail,Associação Geoparque Arouca (AGA),4.6,"R. Alfredo Vaz Pinto, 4540-118 Arouca, Portugal","tourist_attraction, travel_agency, point_of_interest, establishment",,,
Arouca,trail,Entrance Arouca 516 bridge,4.6,"XR6F+7VP, Alvarenga, Portugal","tourist_attraction, park, point_of_interest, establishment",,,
Arouca,trail,Garganta do Paiva,4.7,"Ponte de, Alvarenga, Portugal","tourist_attraction, point_of_interest, establishment",,,
Arouca,trail,Scenic spot Frecha da Mizarela,4.7,"Mizarela, 4540 Arouca, Portugal","point_of_interest, establishment",,,
Arouca,trail,"Ponte Suspensa de Arouca , Pórtico de Alvarenga",4.5,"XR9V+V2, Alvarenga, Portugal","tourist_attraction, point_of_interest, establishment",,,
Arouca,trail,Biospots do Paiva B9,4.5,"EM505, 4540, Portugal","park, point_of_interest, establishment",,,
Arouca,trail,Panorâmica do Detrelo da Malhada,4.7,"Moldes, Portugal","tourist_attraction, point_of_interest, establishment",,,
Arouca,trail,Galeria do Vale da Cerdeira (Rio de Frades),4.8,"Arouca, Portugal","park, point_of_interest, establishment",,,
Arouca,trail,Biospots do Paiva B1,4.6,"R326-1, 4540, Portugal","park, point_of_interest, establishment",,,
Arouca,trail,Marco Geodésico São Pedro Velho,4.7,"São Pedro Velho, Albergaria da Serra e Cabreiros, Arouca, Portugal","park, point_of_interest, establishment",,,
Arouca,trail,Serra da Freita,4.8,"EM511, Portugal","park, point_of_interest, establishment",,,
Arouca,trail,Senhora da Mó (712 m),4.5,"Estr. da Sra. da Mó, Arouca, Portugal","point_of_interest, establishment",,,
Arouca,trail,Parque do Milénio,4.2,"R. Alferes Diogo Malafaia, 4540-117 Arouca, Portugal","park, point_of_interest, establishment",,,
Arouca,trail,PR7 Nas Escarpas da Mizarela,4.8,"Albergaria da Serra, Portugal","park, point_of_interest, establishment",,,
Arouca,trail,Cascata Frecha da Mizarela,4.7,"4540-013, Portugal","tourist_attraction, point_of_interest, establishment",,,
Arouca,trail,Passadiços do Rio Gresso,4.3,"EM328 1, Portugal","park, point_of_interest, establishment",,,
Arouca,trail,Serra Da Freita,4.9,"Serra da Freita, Portugal","tourist_attraction, point_of_interest, establishment",,,
Arouca,trail,516 Arouca Bridge,4.4,"Areinho, 4540-257 Arouca, Portugal","point_of_interest, establishment",,,
Arouca,trail,516 Arouca suspension bridge,4.7,"XR8G+HW, Alvarenga, Portugal","tourist_attraction, point_of_interest, establishment",,,
Arouca,trail,Parque Municipal de Arouca,4.4,"Av. 25 de Abril 34, 4540-102 Arouca, Portugal","park, point_of_interest, establishment",,,
Arouca,trail,Parque de Arouca,4.7,"Arouca, Portugal","park, point_of_interest, establishment",,,
Arouca,trail,Pedras Broas do Junqueiro,4.5,"Junqueiro, Albergaria da Serra, Arouca, Portugal","tourist_attraction, point_of_interest, establishment",,,
Arouca,trail,Aguieiras Waterfalls,4.6,"Alvarenga, Portugal","tourist_attraction, point_of_interest, establishment",,,
Arouca,trail,Gola do Salto,4.6,"Canelas, Portugal","tourist_attraction, point_of_interest, establishment",,,
Arouca,trail,Drave,4.7,"VV6M+F4, Arouca, Portugal","point_of_interest, establishment",,,
Arouca,trail,Cascata de Rio de Frades,4.8,"Arouca, Portugal","tourist_attraction, point_of_interest, establishment",,,
Arouca,trail,Reserva Natural das Dunas de São Jacinto,4.5,Portugal,"tourist_attraction, point_of_interest, establishment",,,
Arouca,trail,Why Not On Nature,5.0,"Lugar da Carrola S/N, 4540-203 Arouca, Portugal","travel_agency, point_of_interest, establishment",,,
Arouca,trail,Cimo da Vinha - Nature Spot,4.8,"Rua de Sequeirô de Cima 290, caixa de correio 104, 4550-694 Castelo de Paiva, Portugal","lodging, park, point_of_interest, establishment",,,
Arouca,trail,Miradouro da Senhora da Mó,4.9,"Senhora da Mó, CM1251, Arouca, Portugal","point_of_interest, establishment",,,
Arouca,trail,Caminho de Oliveira do Douro,5.0,"Boassas, 4690 Cinfães, Portugal","park, point_of_interest, establishment",,,
Arouca,trail,Passadiços de Aveiro (início),4.6,"R. da Bessadinha, Portugal","park, point_of_interest, establishment",,,
Arouca,trail,Miradouro Do Gralheiro,4.9,"RPPJ+VG, Portugal","park, point_of_interest, establishment",,,
Arouca,trail,Loja interativa de Turismo do Arouca Geopark,4.4,"R. Abel Botelho 4, 4540-102 Arouca, Portugal","travel_agency, point_of_interest, establishment",,,
Arouca,trail,O baloiço de Moldes - Arouca,4.6,Portugal,"tourist_attraction, point_of_interest, establishment",,,
Arouca,trail,Passadiços Praia da Barra,4.6,"Av. João Corte Real 144, 3830-751 Gafanha da Nazaré, Portugal","park, point_of_interest, establishment",,,
Arouca,lodging,Casa Marialva,4.5,"R. Dr. Teixeira de Brito 14, 4540-144 Arouca, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,"Alojamento em Arouca, Casa Vieira Lobo",4.9,"R. de São Miguel 680, 4540-659 Arouca, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Casa Sr. Chico,4.5,"Lugar de Trancoso, 4540-048 Arouca, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Farm Anterronde,4.7,"quinta de anterronde, 4540-710 Arouca, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Hotel São Pedro,4.2,"Av. Reinaldo Noronha 24, 4540-105 Arouca, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,BellaVista Alojamento,4.8,"R. Mafalda Valente 102, 4540-197 Arouca, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Hostel Encostas do Douro,4.8,"Rua da Vista Alegre 4575-063, 4575-063 Alpendurada e Matos, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Casa de baixo studios,4.7,"R. de Vilarinho, 4540-257 Arouca, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Cagaréus - 62359/AL,4.4,"R. de Agostinho Pinheiro 27, 3800-095 Aveiro, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Casa do Tanque - Arouca,4.9,"R. Dr. Figueiredo Sobrinho 18, 4540-134 Arouca, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Trebidlhadouro,4.6,"Rua Aldeia do Trebilhadouro nº112 - Roge, 3730-704 Vale de Cambra, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Arouca Passadiços Alojamento,4.6,"Figueiredo, 1212, 4540-209 Arouca, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Village Guest House,5.0,"R. Mafalda Valente, N.° 115, 4540-197 Arouca, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Hotel Rural da Freita,4.7,"4540-013, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Fernando Guest House,2.6,"R. Guilherme Gomes Fernandes 32, 3800-197 Aveiro, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Restaurante Pensão Suissa,4.2,"Presa do Monte, 3730-302 Macieira de Cambra, Portugal","restaurant, food, point_of_interest, establishment",,,
Arouca,lodging,Casa do Soutinho - Suites & Nature,4.9,"Lugar de Carvalhais, 4540-028 Arouca, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Quintãs Farm Houses,4.9,"R. dos Bombeiros Voluntários de Arouca 3, 4540-202 Arouca, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Hotel Rural Quinta de Novais,4.6,"Novais - Santa Eulália, 4540-540 Arouca, Portugal","spa, lodging, point_of_interest, establishment",,,
Arouca,lodging,Arouca Guest House,4.7,"Avenida dos descobrimentos nr. 4, 4540-104 Arouca, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Quinta do Pomar Maior,4.7,"Lugar de Barreiros Sta. Eulália 4540, 4540 Arouca, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Watermill Moinho Garcia,4.6,"Rua do Garcia Rua do Garcia 322, 3720-475, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Pensão Bastos,3.6,"R. do Comendador Luís Bernardo de Almeida 12, 3730-225 Vale de Cambra, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Arouca Guest House 2,4.8,"R. Dom Afonso Henriques 29, 4540-128 Arouca, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Syntony Hotels - Paradinha Village,4.7,"Aldeia da Paradinha, 4540-063 Arouca, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Casa da Ameixieira,4.8,"Lugar da, Ameixieira, 4540-513 Arouca, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Paiva's Mills,4.7,"EM502 3, 4550-051 Bairros, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Hostel Casa das Regadas,4.5,"Rua Hospital 250, 3030-240 Vale de Cambra, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Quinta de Alvarenga,4.2,"Quinta de Alvarenga, Chieira, 4540-031 Alvarenga, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Casa do Villas,4.4,"Castelo de Paiva, Portugal","parking, lodging, food, point_of_interest, establishment",,,
Arouca,lodging,Villa Tavares suites,4.7,"Centro histórico o Calvário em, R. Almeida Garrett, 4540-156 Arouca, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,"Casa do Lagar, em Alvarenga",4.9,"Lugar da Boavista 022, Alvarenga, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Casa das Fontelas,4.8,"R. de VL Verde n 397, 4550-863 Castelo de Paiva, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Casa do Paúl,4.8,"Espiunca, Cantinho do Paúl, 4540-344 Arouca, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Urban City,2.7,"R. dos Mercadores 24, 3800-225 Aveiro, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Cimo da Vinha - Nature Spot,4.8,"Rua de Sequeirô de Cima 290, caixa de correio 104, 4550-694 Castelo de Paiva, Portugal","lodging, park, point_of_interest, establishment",,,
Arouca,lodging,Quinta de Gildinho,4.8,"4550-670 Real, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Paiva Valley,5.0,"Lourido, 4540-036 Alvarenga, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,Quinta do Rossado,4.9,"N224 Rossado, 4540-661 Arouca, Portugal","lodging, point_of_interest, establishment",,,
Arouca,lodging,O Pêssego,5.0,"Rua Central de Belece 289, 4540-573, Portugal","lodging, point_of_interest, establishment",,,
Espinho,restaurant,Zagalo,4.2,"R. 2 1379, 4500-261 Espinho, Portugal","restaurant, food, point_of_interest, establishment",,,
Espinho,restaurant,Casa Locas,4.4,"Av. 8 1481, 4500-350 Espinho, Portugal","restaurant, food, point_of_interest, establishment",,,
Espinho,restaurant,A Fidalguinha de Espinho,4.5,"Av. São João de Deus 1484, 4500-384 Espinho, Portugal","restaurant, food, point_of_interest, establishment",,,
Espinho,restaurant,A Cabana,4.5,"Avenida 8 - Rotunda da Praia da Seca, 4500-206 Espinho, Portugal","restaurant, food, point_of_interest, establishment",,,
Espinho,restaurant,Casa Américo,4.3,"R. 39 114, 4500-165 Espinho, Portugal","restaurant, food, point_of_interest, establishment",,,
Espinho,restaurant,Aquário Marisqueira,4.4,"R. 4 540, 4500-267 Espinho, Portugal","restaurant, food, point_of_interest, establishment",,,
Espinho,restaurant,Uma Espécie de Tasco,4.2,"R. 2 731, 4500-368 Espinho, Portugal","restaurant, food, point_of_interest, establishment",,,
Espinho,restaurant,Os Melinhos,4.4,"R. 2 1269, 4500-261 Espinho, Portugal","restaurant, food, point_of_interest, establishment",,,
Espinho,restaurant,Restaurante O Peixeiro,4.5,"R. 41 265, 4500-586 Espinho, Portugal","restaurant, food, point_of_interest, establishment",,,
Espinho,restaurant,Restaurante Ripolim,4.1,"R. 19 770, 4500-254 Espinho, Portugal","restaurant, food, point_of_interest, establishment",,,
Espinho,restaurant,Churrascaria Graciosa,4.3,"Rua 62 nº5, 4500-364 Espinho, Portugal","restaurant, food, point_of_interest, establishment",,,
Espinho,restaurant,Cantinho da Ramboia,4.4,"Av. 8 1124, 4500-207 Espinho, Portugal","restaurant, food, point_of_interest, establishment",,,
Espinho,restaurant,Kurika,4.6,"R. 64 350, 4500-368 Espinho, Portugal","restaurant, food, point_of_interest, establishment",,,
Espinho,restaurant,Manel da Feira,4.2,"R. 21 746, 4500-299 Espinho, Portugal","restaurant, food, point_of_interest, establishment",,,
Espinho,restaurant,Restaurante Baliza,4.3,"R. 8 471, 4500-217 Espinho, Portugal","restaurant, food, point_of_interest, establishment",,,
Espinho,restaurant,Casta Wine Bar & Restaurant,4.9,"R. 23 191, 4500-141 Espinho, Portugal","restaurant, food, point_of_interest, establishment",,,
Espinho,restaurant,Restaurante Vegetariano Terra Viva,4.8,"R. 27 715, 4500-287 Espinho, Portugal","restaurant, food, point_of_interest, establishment",,,
Espinho,restaurant,O Golfinho,3.8,"R. 2 663, 4500-259 Espinho, Portugal","restaurant, food, point_of_interest, establishment",,,
Espinho,restaurant,Maragato,4.4,"R. 6 1476 restaurante, 4500-357 Espinho, Portugal","restaurant, food, point_of_interest, establishment",,,
Espinho,restaurant,Sabores da Fatinha,4.9,"R. 39 255, 4500-166 Espinho, Portugal","restaurant, food, point_of_interest, establishment",,,
Espinho,restaurant,Cozinha Dos La Bella,4.8,"Rua da Boa Nova, Largo da Igreja N° 3, 4500-643 Espinho, Portugal","restaurant, night_club, bar, store, food, point_of_interest, establishment",,,
